solicitud_id,fase_protocolo,ejecutada_en,resultado,especialista_notificado,especialista_reasignado
hitl_6c701f71d406,A_preventiva,2026-07-11 11:41:42.165364,alerta_enviada,doc_006,
hitl_9c47fccec91f,A_preventiva,2026-07-12 11:41:42.165364,alerta_enviada,doc_005,
hitl_9c47fccec91f,B_pool,2026-07-13 11:41:42.165364,sla_extendido_24h,,
hitl_9c47fccec91f,C_emergencia,2026-07-14 11:41:42.165364,fallback_emergencia_activado,,
hitl_977ac12b0f89,A_preventiva,2026-07-18 11:41:42.165364,alerta_enviada,doc_001,
hitl_977ac12b0f89,B_pool,2026-07-19 11:41:42.165364,sla_extendido_24h,,
hitl_977ac12b0f89,C_emergencia,2026-07-20 11:41:42.165364,fallback_emergencia_activado,,
hitl_a242044261ab,A_preventiva,2026-07-25 11:41:42.165364,alerta_enviada,doc_009,
hitl_a242044261ab,B_pool,2026-07-26 11:41:42.165364,sla_extendido_24h,,
hitl_a242044261ab,C_emergencia,2026-07-27 11:41:42.165364,fallback_emergencia_activado,,
hitl_02d8accdfa76,A_preventiva,2026-08-01 11:41:42.165364,alerta_enviada,doc_003,
hitl_bed266717467,A_preventiva,2026-08-01 11:41:42.165364,alerta_enviada,doc_009,
hitl_02d8accdfa76,B_pool,2026-08-02 11:41:42.165364,sla_extendido_24h,,
hitl_bed266717467,B_pool,2026-08-02 11:41:42.165364,sla_extendido_24h,,
hitl_9b81f4dd4393,A_preventiva,2026-08-02 11:41:42.165364,alerta_enviada,doc_009,
hitl_cf3ce1e5ae1b,A_preventiva,2026-08-02 11:41:42.165364,alerta_enviada,doc_008,
hitl_02d8accdfa76,C_emergencia,2026-08-03 11:41:42.165364,fallback_emergencia_activado,,
hitl_bed266717467,C_emergencia,2026-08-03 11:41:42.165364,fallback_emergencia_activado,,
hitl_9b81f4dd4393,B_pool,2026-08-03 11:41:42.165364,sla_extendido_24h,,
hitl_cf3ce1e5ae1b,B_pool,2026-08-03 11:41:42.165364,sla_extendido_24h,,
hitl_3f86578b11bf,A_preventiva,2026-08-03 11:41:42.165364,alerta_enviada,doc_006,
hitl_9b81f4dd4393,C_emergencia,2026-08-04 11:41:42.165364,fallback_emergencia_activado,,
hitl_cf3ce1e5ae1b,C_emergencia,2026-08-04 11:41:42.165364,fallback_emergencia_activado,,
hitl_09cfaf9351c4,A_preventiva,2026-08-08 11:41:42.165364,alerta_enviada,doc_002,
hitl_f8659baef5d9,A_preventiva,2026-08-09 11:41:42.165364,alerta_enviada,doc_003,
hitl_17a81cca7196,A_preventiva,2026-08-10 11:41:42.165364,alerta_enviada,doc_006,
hitl_17a81cca7196,B_pool,2026-08-11 11:41:42.165364,sla_extendido_24h,,
hitl_623fe6725a4e,A_preventiva,2026-08-11 11:41:42.165364,alerta_enviada,doc_009,
hitl_17a81cca7196,C_emergencia,2026-08-12 11:41:42.165364,fallback_emergencia_activado,,
hitl_623fe6725a4e,B_pool,2026-08-12 11:41:42.165364,sla_extendido_24h,,
hitl_623fe6725a4e,C_emergencia,2026-08-13 11:41:42.165364,fallback_emergencia_activado,,
hitl_4d2316d9e0b8,A_preventiva,2026-08-19 11:41:42.165364,alerta_enviada,doc_001,
hitl_7c33f30af762,A_preventiva,2026-08-25 11:41:42.165364,alerta_enviada,doc_004,
hitl_b366564ce9d4,A_preventiva,2026-08-28 11:41:42.165364,alerta_enviada,doc_008,
hitl_b366564ce9d4,B_pool,2026-08-29 11:41:42.165364,sla_extendido_24h,,
hitl_d261f06488b3,A_preventiva,2026-08-29 11:41:42.165364,alerta_enviada,doc_007,
hitl_b366564ce9d4,C_emergencia,2026-08-30 11:41:42.165364,fallback_emergencia_activado,,
hitl_6b134852c4d3,A_preventiva,2026-08-31 11:41:42.165364,alerta_enviada,doc_004,
hitl_11e382907d5b,A_preventiva,2026-09-01 11:41:42.165364,alerta_enviada,doc_006,
hitl_0aaaff06f637,A_preventiva,2026-09-15 11:41:42.165364,alerta_enviada,doc_009,
hitl_a732f3c8ecdd,A_preventiva,2026-09-20 11:41:42.165364,alerta_enviada,doc_001,
hitl_a732f3c8ecdd,B_pool,2026-09-21 11:41:42.165364,sla_extendido_24h,,
hitl_a732f3c8ecdd,C_emergencia,2026-09-22 11:41:42.165364,fallback_emergencia_activado,,
hitl_f5df176061b9,A_preventiva,2026-09-25 11:41:42.165364,alerta_enviada,doc_010,
hitl_f5df176061b9,B_pool,2026-09-26 11:41:42.165364,sla_extendido_24h,,
hitl_f5df176061b9,C_emergencia,2026-09-27 11:41:42.165364,fallback_emergencia_activado,,
hitl_ea93a4a438c3,A_preventiva,2026-09-27 11:41:42.165364,alerta_enviada,doc_002,
hitl_399092e7161a,A_preventiva,2026-09-28 11:41:42.165364,alerta_enviada,doc_002,
hitl_399092e7161a,B_pool,2026-09-29 11:41:42.165364,sla_extendido_24h,,
hitl_399092e7161a,C_emergencia,2026-09-30 11:41:42.165364,fallback_emergencia_activado,,
hitl_703732a256bf,A_preventiva,2026-10-02 11:41:42.165364,alerta_enviada,doc_009,
hitl_703732a256bf,B_pool,2026-10-03 11:41:42.165364,sla_extendido_24h,,
hitl_cdfe8b94c177,A_preventiva,2026-10-03 11:41:42.165364,alerta_enviada,doc_005,
hitl_703732a256bf,C_emergencia,2026-10-04 11:41:42.165364,fallback_emergencia_activado,,
hitl_cdfe8b94c177,B_pool,2026-10-04 11:41:42.165364,sla_extendido_24h,,
hitl_3be06634e54f,A_preventiva,2026-10-04 11:41:42.165364,alerta_enviada,doc_010,
hitl_cdfe8b94c177,C_emergencia,2026-10-05 11:41:42.165364,fallback_emergencia_activado,,
hitl_2fbc1ac64824,A_preventiva,2026-10-18 11:41:42.165364,alerta_enviada,doc_003,
hitl_2fbc1ac64824,B_pool,2026-10-19 11:41:42.165364,sla_extendido_24h,,
hitl_2fbc1ac64824,C_emergencia,2026-10-20 11:41:42.165364,fallback_emergencia_activado,,
hitl_efaefca63511,A_preventiva,2026-10-20 11:41:42.165364,alerta_enviada,doc_005,
hitl_efe96aa73ce0,A_preventiva,2026-11-03 11:41:42.165364,alerta_enviada,doc_007,
hitl_efe96aa73ce0,B_pool,2026-11-04 11:41:42.165364,sla_extendido_24h,,
hitl_61e6ec3a847c,A_preventiva,2026-11-04 11:41:42.165364,alerta_enviada,doc_005,
hitl_efe96aa73ce0,C_emergencia,2026-11-05 11:41:42.165364,fallback_emergencia_activado,,
hitl_33bc458d7f7b,A_preventiva,2026-11-07 11:41:42.165364,alerta_enviada,doc_005,
hitl_33bc458d7f7b,B_pool,2026-11-08 11:41:42.165364,sla_extendido_24h,,
hitl_33bc458d7f7b,C_emergencia,2026-11-09 11:41:42.165364,fallback_emergencia_activado,,
hitl_7a1ae2ad835d,A_preventiva,2026-11-17 11:41:42.165364,alerta_enviada,doc_004,
hitl_4afe80e5b815,A_preventiva,2026-11-30 11:41:42.165364,alerta_enviada,doc_001,
hitl_b7679f119402,A_preventiva,2026-12-10 11:41:42.165364,alerta_enviada,doc_008,
hitl_46de04cf91ee,A_preventiva,2026-12-28 11:41:42.165364,alerta_enviada,doc_001,
hitl_46de04cf91ee,B_pool,2026-12-29 11:41:42.165364,sla_extendido_24h,,
hitl_46de04cf91ee,C_emergencia,2026-12-30 11:41:42.165364,fallback_emergencia_activado,,
hitl_89058b271e28,A_preventiva,2026-12-31 11:41:42.165364,alerta_enviada,doc_002,
hitl_89058b271e28,B_pool,2027-01-01 11:41:42.165364,sla_extendido_24h,,
hitl_89058b271e28,C_emergencia,2027-01-02 11:41:42.165364,fallback_emergencia_activado,,
hitl_382b9323a13d,A_preventiva,2027-01-04 11:41:42.165364,alerta_enviada,doc_006,
hitl_382b9323a13d,B_pool,2027-01-05 11:41:42.165364,sla_extendido_24h,,
hitl_6e440cb6060b,A_preventiva,2027-01-05 11:41:42.165364,alerta_enviada,doc_002,
hitl_382b9323a13d,C_emergencia,2027-01-06 11:41:42.165364,fallback_emergencia_activado,,
hitl_ad1e3dffdde5,A_preventiva,2027-01-15 11:41:42.165364,alerta_enviada,doc_010,
hitl_ad1e3dffdde5,B_pool,2027-01-16 11:41:42.165364,sla_extendido_24h,,
hitl_ad1e3dffdde5,C_emergencia,2027-01-17 11:41:42.165364,fallback_emergencia_activado,,
hitl_38aa7c4595f5,A_preventiva,2027-02-04 11:41:42.165364,alerta_enviada,doc_004,
hitl_38aa7c4595f5,B_pool,2027-02-05 11:41:42.165364,sla_extendido_24h,,
hitl_38aa7c4595f5,C_emergencia,2027-02-06 11:41:42.165364,fallback_emergencia_activado,,
hitl_d435efc8eda0,A_preventiva,2027-02-12 11:41:42.165364,alerta_enviada,doc_010,
hitl_d435efc8eda0,B_pool,2027-02-13 11:41:42.165364,sla_extendido_24h,,
hitl_d435efc8eda0,C_emergencia,2027-02-14 11:41:42.165364,fallback_emergencia_activado,,
hitl_5e1a9fa63852,A_preventiva,2027-02-15 11:41:42.165364,alerta_enviada,doc_002,
hitl_5e1a9fa63852,B_pool,2027-02-16 11:41:42.165364,sla_extendido_24h,,
hitl_5e1a9fa63852,C_emergencia,2027-02-17 11:41:42.165364,fallback_emergencia_activado,,
hitl_6155f296441a,A_preventiva,2027-02-19 11:41:42.165364,alerta_enviada,doc_006,
hitl_6155f296441a,B_pool,2027-02-20 11:41:42.165364,sla_extendido_24h,,
hitl_6155f296441a,C_emergencia,2027-02-21 11:41:42.165364,fallback_emergencia_activado,,
hitl_ad9a60f474e8,A_preventiva,2027-02-21 11:41:42.165364,alerta_enviada,doc_001,
hitl_b6e0ac41315e,A_preventiva,2027-02-26 11:41:42.165364,alerta_enviada,doc_002,
hitl_9bcb08c22c67,A_preventiva,2027-02-28 11:41:42.165364,alerta_enviada,doc_001,
