solicitud_id,fase_protocolo,ejecutada_en,resultado,especialista_notificado,especialista_reasignado
hitl_709ea599837e,A_preventiva,2026-07-02 11:43:54.327513,alerta_enviada,doc_008,
hitl_edcf66751edf,A_preventiva,2026-07-14 11:43:54.327513,alerta_enviada,doc_008,
hitl_bb4bfd85414a,A_preventiva,2026-08-04 11:43:54.327513,alerta_enviada,doc_001,
hitl_bb4bfd85414a,B_pool,2026-08-05 11:43:54.327513,sla_extendido_24h,,
hitl_bb4bfd85414a,C_emergencia,2026-08-06 11:43:54.327513,fallback_emergencia_activado,,
hitl_cab7c4c064aa,A_preventiva,2026-08-12 11:43:54.327513,alerta_enviada,doc_007,
hitl_2d67f8a1b683,A_preventiva,2026-08-12 11:43:54.327513,alerta_enviada,doc_009,
hitl_d154b2d2caab,A_preventiva,2026-08-16 11:43:54.327513,alerta_enviada,doc_009,
hitl_f407034affa8,A_preventiva,2026-08-22 11:43:54.327513,alerta_enviada,doc_003,
hitl_d1151cec1477,A_preventiva,2026-08-26 11:43:54.327513,alerta_enviada,doc_010,
hitl_4d69fab89909,A_preventiva,2026-08-28 11:43:54.327513,alerta_enviada,doc_008,
hitl_4d69fab89909,B_pool,2026-08-29 11:43:54.327513,sla_extendido_24h,,
hitl_4d69fab89909,C_emergencia,2026-08-30 11:43:54.327513,fallback_emergencia_activado,,
hitl_3bd488997b0f,A_preventiva,2026-09-01 11:43:54.327513,alerta_enviada,doc_002,
hitl_3bd488997b0f,B_pool,2026-09-02 11:43:54.327513,sla_extendido_24h,,
hitl_3bd488997b0f,C_emergencia,2026-09-03 11:43:54.327513,fallback_emergencia_activado,,
hitl_47217f09d7e8,A_preventiva,2026-09-09 11:43:54.327513,alerta_enviada,doc_009,
hitl_47217f09d7e8,B_pool,2026-09-10 11:43:54.327513,sla_extendido_24h,,
hitl_47217f09d7e8,C_emergencia,2026-09-11 11:43:54.327513,fallback_emergencia_activado,,
hitl_91f5f12b225e,A_preventiva,2026-09-12 11:43:54.327513,alerta_enviada,doc_001,
hitl_3603c88163f3,A_preventiva,2026-09-28 11:43:54.327513,alerta_enviada,doc_009,
hitl_32a605bbc94e,A_preventiva,2026-10-02 11:43:54.327513,alerta_enviada,doc_007,
hitl_45838920c354,A_preventiva,2026-10-04 11:43:54.327513,alerta_enviada,doc_005,
hitl_45838920c354,B_pool,2026-10-05 11:43:54.327513,sla_extendido_24h,,
hitl_f4559c09a161,A_preventiva,2026-10-05 11:43:54.327513,alerta_enviada,doc_007,
hitl_45838920c354,C_emergencia,2026-10-06 11:43:54.327513,fallback_emergencia_activado,,
hitl_f4559c09a161,B_pool,2026-10-06 11:43:54.327513,sla_extendido_24h,,
