solicitud_id,fase_protocolo,ejecutada_en,resultado,especialista_notificado,especialista_reasignado
hitl_c8c1a93a3fc7,A_preventiva,2026-07-10 11:42:26.939660,alerta_enviada,doc_004,
hitl_1bdbd675dae7,A_preventiva,2026-07-12 11:42:26.939660,alerta_enviada,doc_003,
hitl_1c13d3bb122e,A_preventiva,2026-07-14 11:42:26.939660,alerta_enviada,doc_005,
hitl_1c13d3bb122e,B_pool,2026-07-15 11:42:26.939660,sla_extendido_24h,,
hitl_1c13d3bb122e,C_emergencia,2026-07-16 11:42:26.939660,fallback_emergencia_activado,,
hitl_7ca36c6bd94f,A_preventiva,2026-07-25 11:42:26.939660,alerta_enviada,doc_007,
hitl_2be0b2c86b9a,A_preventiva,2026-07-26 11:42:26.939660,alerta_enviada,doc_008,
hitl_8715b8f9de6c,A_preventiva,2026-07-27 11:42:26.939660,alerta_enviada,doc_004,
hitl_16a4a8a9cd2a,A_preventiva,2026-07-30 11:42:26.939660,alerta_enviada,doc_004,
hitl_16a4a8a9cd2a,B_pool,2026-07-31 11:42:26.939660,sla_extendido_24h,,
hitl_16a4a8a9cd2a,C_emergencia,2026-08-01 11:42:26.939660,fallback_emergencia_activado,,
hitl_9556c8a20970,A_preventiva,2026-08-11 11:42:26.939660,alerta_enviada,doc_005,
hitl_bfd821cf2b67,A_preventiva,2026-08-20 11:42:26.939660,alerta_enviada,doc_008,
hitl_9b3a6c89c435,A_preventiva,2026-08-20 11:42:26.939660,alerta_enviada,doc_004,
hitl_bfd821cf2b67,B_pool,2026-08-21 11:42:26.939660,sla_extendido_24h,,
hitl_bfd821cf2b67,C_emergencia,2026-08-22 11:42:26.939660,fallback_emergencia_activado,,
hitl_ceceffb2ac17,A_preventiva,2026-08-29 11:42:26.939660,alerta_enviada,doc_008,
hitl_914046375fab,A_preventiva,2026-08-30 11:42:26.939660,alerta_enviada,doc_007,
hitl_914046375fab,B_pool,2026-08-31 11:42:26.939660,sla_extendido_24h,,
hitl_914046375fab,C_emergencia,2026-09-01 11:42:26.939660,fallback_emergencia_activado,,
hitl_4bfb6fd52c77,A_preventiva,2026-09-01 11:42:26.939660,alerta_enviada,doc_010,
hitl_4bfb6fd52c77,B_pool,2026-09-02 11:42:26.939660,sla_extendido_24h,,
hitl_4bfb6fd52c77,C_emergencia,2026-09-03 11:42:26.939660,fallback_emergencia_activado,,
hitl_6ed96e705822,A_preventiva,2026-09-16 11:42:26.939660,alerta_enviada,doc_009,
hitl_6ed96e705822,B_pool,2026-09-17 11:42:26.939660,sla_extendido_24h,,
hitl_6ed96e705822,C_emergencia,2026-09-18 11:42:26.939660,fallback_emergencia_activado,,
hitl_8a17190291ce,A_preventiva,2026-09-30 11:42:26.939660,alerta_enviada,doc_008,
hitl_3aa04b85fea0,A_preventiva,2026-10-03 11:42:26.939660,alerta_enviada,doc_007,
hitl_3aa04b85fea0,B_pool,2026-10-04 11:42:26.939660,sla_extendido_24h,,
hitl_3aa04b85fea0,C_emergencia,2026-10-05 11:42:26.939660,fallback_emergencia_activado,,
hitl_5ec8479c20a9,A_preventiva,2026-10-13 11:42:26.939660,alerta_enviada,doc_003,
hitl_f3fafff8ebc8,A_preventiva,2026-10-14 11:42:26.939660,alerta_enviada,doc_005,
hitl_f3fafff8ebc8,B_pool,2026-10-15 11:42:26.939660,sla_extendido_24h,,
hitl_f3fafff8ebc8,C_emergencia,2026-10-16 11:42:26.939660,fallback_emergencia_activado,,
hitl_3220441a9a98,A_preventiva,2026-10-19 11:42:26.939660,alerta_enviada,doc_007,
hitl_3220441a9a98,B_pool,2026-10-20 11:42:26.939660,sla_extendido_24h,,
hitl_3220441a9a98,C_emergencia,2026-10-21 11:42:26.939660,fallback_emergencia_activado,,
hitl_94c6f904a016,A_preventiva,2026-10-22 11:42:26.939660,alerta_enviada,doc_004,
hitl_94c6f904a016,B_pool,2026-10-23 11:42:26.939660,sla_extendido_24h,,
hitl_94c6f904a016,C_emergencia,2026-10-24 11:42:26.939660,fallback_emergencia_activado,,
hitl_b0d2a9271f13,A_preventiva,2026-10-28 11:42:26.939660,alerta_enviada,doc_002,
hitl_ec62ddb81683,A_preventiva,2026-10-31 11:42:26.939660,alerta_enviada,doc_010,
hitl_ec62ddb81683,B_pool,2026-11-01 11:42:26.939660,sla_extendido_24h,,
hitl_c6756296a87a,A_preventiva,2026-11-01 11:42:26.939660,alerta_enviada,doc_004,
hitl_ec62ddb81683,C_emergencia,2026-11-02 11:42:26.939660,fallback_emergencia_activado,,
hitl_f04787fcc766,A_preventiva,2026-11-02 11:42:26.939660,alerta_enviada,doc_008,
hitl_6ab39b9153dc,A_preventiva,2026-11-02 11:42:26.939660,alerta_enviada,doc_008,
hitl_47dac10fda27,A_preventiva,2026-11-08 11:42:26.939660,alerta_enviada,doc_003,
hitl_3d85547d444f,A_preventiva,2026-11-09 11:42:26.939660,alerta_enviada,doc_008,
hitl_008e1a7cd1f3,A_preventiva,2026-11-18 11:42:26.939660,alerta_enviada,doc_009,
hitl_008e1a7cd1f3,B_pool,2026-11-19 11:42:26.939660,sla_extendido_24h,,
hitl_008e1a7cd1f3,C_emergencia,2026-11-20 11:42:26.939660,fallback_emergencia_activado,,
hitl_b4bc5a4790d3,A_preventiva,2026-11-22 11:42:26.939660,alerta_enviada,doc_002,
hitl_b4bc5a4790d3,B_pool,2026-11-23 11:42:26.939660,sla_extendido_24h,,
hitl_b4bc5a4790d3,C_emergencia,2026-11-24 11:42:26.939660,fallback_emergencia_activado,,
hitl_8fa98e965743,A_preventiva,2026-12-17 11:42:26.939660,alerta_enviada,doc_005,
hitl_c223b9e4a918,A_preventiva,2026-12-19 11:42:26.939660,alerta_enviada,doc_009,
hitl_8ad7d12f7fe3,A_preventiva,2026-12-21 11:42:26.939660,alerta_enviada,doc_004,
hitl_8ad7d12f7fe3,B_pool,2026-12-22 11:42:26.939660,sla_extendido_24h,,
hitl_8ad7d12f7fe3,C_emergencia,2026-12-23 11:42:26.939660,fallback_emergencia_activado,,
hitl_be9d9e9e26c7,A_preventiva,2026-12-26 11:42:26.939660,alerta_enviada,doc_007,
hitl_48dd3c28bcf5,A_preventiva,2026-12-26 11:42:26.939660,alerta_enviada,doc_008,
hitl_48dd3c28bcf5,B_pool,2026-12-27 11:42:26.939660,sla_extendido_24h,,
hitl_08672e2042a4,A_preventiva,2026-12-27 11:42:26.939660,alerta_enviada,doc_008,
hitl_896eb00ce8eb,A_preventiva,2026-12-27 11:42:26.939660,alerta_enviada,doc_005,
