solicitud_id,fase_protocolo,ejecutada_en,resultado,especialista_notificado,especialista_reasignado
hitl_908cb76ea6bd,A_preventiva,2026-07-12 11:44:05.298237,alerta_enviada,doc_006,
hitl_908cb76ea6bd,B_pool,2026-07-13 11:44:05.298237,sla_extendido_24h,,
hitl_908cb76ea6bd,C_emergencia,2026-07-14 11:44:05.298237,fallback_emergencia_activado,,
hitl_df3e04af37ff,A_preventiva,2026-07-19 11:44:05.298237,alerta_enviada,doc_010,
hitl_df3e04af37ff,B_pool,2026-07-20 11:44:05.298237,sla_extendido_24h,,
hitl_5fd9a0028654,A_preventiva,2026-07-20 11:44:05.298237,alerta_enviada,doc_004,
hitl_e02496f6b0d7,A_preventiva,2026-07-20 11:44:05.298237,alerta_enviada,doc_005,
hitl_cdf5196f7069,A_preventiva,2026-07-20 11:44:05.298237,alerta_enviada,doc_004,
hitl_df3e04af37ff,C_emergencia,2026-07-21 11:44:05.298237,fallback_emergencia_activado,,
hitl_8cfeda45d90a,A_preventiva,2026-08-04 11:44:05.298237,alerta_enviada,doc_007,
hitl_460b5ef32be2,A_preventiva,2026-08-07 11:44:05.298237,alerta_enviada,doc_001,
hitl_460b5ef32be2,B_pool,2026-08-08 11:44:05.298237,sla_extendido_24h,,
hitl_460b5ef32be2,C_emergencia,2026-08-09 11:44:05.298237,fallback_emergencia_activado,,
hitl_2ca032e4f839,A_preventiva,2026-08-12 11:44:05.298237,alerta_enviada,doc_001,
hitl_9a0331d61ce6,A_preventiva,2026-08-16 11:44:05.298237,alerta_enviada,doc_005,
hitl_a27125aaccc7,A_preventiva,2026-08-23 11:44:05.298237,alerta_enviada,doc_001,
hitl_3b01cfe03807,A_preventiva,2026-08-30 11:44:05.298237,alerta_enviada,doc_005,
hitl_3b01cfe03807,B_pool,2026-08-31 11:44:05.298237,sla_extendido_24h,,
hitl_3b01cfe03807,C_emergencia,2026-09-01 11:44:05.298237,fallback_emergencia_activado,,
hitl_64429a4ccf41,A_preventiva,2026-09-08 11:44:05.298237,alerta_enviada,doc_008,
hitl_4aad83f5c103,A_preventiva,2026-09-16 11:44:05.298237,alerta_enviada,doc_010,
hitl_ef86b4273e21,A_preventiva,2026-09-20 11:44:05.298237,alerta_enviada,doc_008,
hitl_90c494a43cf0,A_preventiva,2026-09-28 11:44:05.298237,alerta_enviada,doc_010,
hitl_90c494a43cf0,B_pool,2026-09-29 11:44:05.298237,sla_extendido_24h,,
hitl_90c494a43cf0,C_emergencia,2026-09-30 11:44:05.298237,fallback_emergencia_activado,,
hitl_db7ea4e036ab,A_preventiva,2026-10-13 11:44:05.298237,alerta_enviada,doc_008,
hitl_8feee6ecae22,A_preventiva,2026-10-18 11:44:05.298237,alerta_enviada,doc_002,
hitl_2cfbce7fb30a,A_preventiva,2026-10-29 11:44:05.298237,alerta_enviada,doc_010,
hitl_40d53e6b6b53,A_preventiva,2026-10-29 11:44:05.298237,alerta_enviada,doc_005,
hitl_902b08e6d7d4,A_preventiva,2026-11-05 11:44:05.298237,alerta_enviada,doc_004,
hitl_902b08e6d7d4,B_pool,2026-11-06 11:44:05.298237,sla_extendido_24h,,
hitl_902b08e6d7d4,C_emergencia,2026-11-07 11:44:05.298237,fallback_emergencia_activado,,
hitl_9811667c2d3a,A_preventiva,2026-11-12 11:44:05.298237,alerta_enviada,doc_009,
hitl_9811667c2d3a,B_pool,2026-11-13 11:44:05.298237,sla_extendido_24h,,
hitl_9811667c2d3a,C_emergencia,2026-11-14 11:44:05.298237,fallback_emergencia_activado,,
hitl_0519524fa839,A_preventiva,2026-11-20 11:44:05.298237,alerta_enviada,doc_002,
hitl_0519524fa839,B_pool,2026-11-21 11:44:05.298237,sla_extendido_24h,,
hitl_0519524fa839,C_emergencia,2026-11-22 11:44:05.298237,fallback_emergencia_activado,,
hitl_9726486eff37,A_preventiva,2026-11-22 11:44:05.298237,alerta_enviada,doc_004,
hitl_5a8a844e3e6c,A_preventiva,2026-12-02 11:44:05.298237,alerta_enviada,doc_001,
hitl_5a8a844e3e6c,B_pool,2026-12-03 11:44:05.298237,sla_extendido_24h,,
hitl_5a8a844e3e6c,C_emergencia,2026-12-04 11:44:05.298237,fallback_emergencia_activado,,
hitl_c76c06a091e2,A_preventiva,2026-12-14 11:44:05.298237,alerta_enviada,doc_002,
hitl_0dc86e07cefe,A_preventiva,2026-12-18 11:44:05.298237,alerta_enviada,doc_002,
hitl_0dc86e07cefe,B_pool,2026-12-19 11:44:05.298237,sla_extendido_24h,,
hitl_0dc86e07cefe,C_emergencia,2026-12-20 11:44:05.298237,fallback_emergencia_activado,,
hitl_f8ef23c94345,A_preventiva,2027-01-01 11:44:05.298237,alerta_enviada,doc_001,
hitl_52d49f2ca6aa,A_preventiva,2027-01-11 11:44:05.298237,alerta_enviada,doc_001,
hitl_ab8739e8ea2e,A_preventiva,2027-01-12 11:44:05.298237,alerta_enviada,doc_006,
hitl_ab8739e8ea2e,B_pool,2027-01-13 11:44:05.298237,sla_extendido_24h,,
hitl_ab8739e8ea2e,C_emergencia,2027-01-14 11:44:05.298237,fallback_emergencia_activado,,
hitl_5e77c16a5242,A_preventiva,2027-01-15 11:44:05.298237,alerta_enviada,doc_006,
hitl_b7dc8c54201f,A_preventiva,2027-01-18 11:44:05.298237,alerta_enviada,doc_007,
hitl_eb503fc91e20,A_preventiva,2027-01-23 11:44:05.298237,alerta_enviada,doc_003,
hitl_be2091f91b25,A_preventiva,2027-01-26 11:44:05.298237,alerta_enviada,doc_009,
hitl_7da35604e7df,A_preventiva,2027-01-30 11:44:05.298237,alerta_enviada,doc_007,
hitl_8531a23889ef,A_preventiva,2027-02-03 11:44:05.298237,alerta_enviada,doc_005,
hitl_34beca87a416,A_preventiva,2027-02-05 11:44:05.298237,alerta_enviada,doc_007,
hitl_c81dc821ccab,A_preventiva,2027-02-06 11:44:05.298237,alerta_enviada,doc_002,
hitl_253544a8328c,A_preventiva,2027-02-14 11:44:05.298237,alerta_enviada,doc_007,
hitl_67f62e099c65,A_preventiva,2027-02-15 11:44:05.298237,alerta_enviada,doc_007,
hitl_b16490f61f67,A_preventiva,2027-02-19 11:44:05.298237,alerta_enviada,doc_004,
hitl_c144e6974fc5,A_preventiva,2027-02-19 11:44:05.298237,alerta_enviada,doc_009,
hitl_0bd3edfc92a7,A_preventiva,2027-02-20 11:44:05.298237,alerta_enviada,doc_005,
hitl_c3caf565c8c3,A_preventiva,2027-03-06 11:44:05.298237,alerta_enviada,doc_007,
hitl_c3caf565c8c3,B_pool,2027-03-07 11:44:05.298237,sla_extendido_24h,,
hitl_c3caf565c8c3,C_emergencia,2027-03-08 11:44:05.298237,fallback_emergencia_activado,,
hitl_d2f746b0e5ed,A_preventiva,2027-03-13 11:44:05.298237,alerta_enviada,doc_001,
hitl_d2f746b0e5ed,B_pool,2027-03-14 11:44:05.298237,sla_extendido_24h,,
hitl_9e1a17c7d52a,A_preventiva,2027-03-14 11:44:05.298237,alerta_enviada,doc_009,
hitl_d2618e8e6b9d,A_preventiva,2027-03-14 11:44:05.298237,alerta_enviada,doc_010,
hitl_b87fe09841a2,A_preventiva,2027-03-14 11:44:05.298237,alerta_enviada,doc_003,
hitl_d2f746b0e5ed,C_emergencia,2027-03-15 11:44:05.298237,fallback_emergencia_activado,,
hitl_f87008fe41cd,A_preventiva,2027-03-16 11:44:05.298237,alerta_enviada,doc_004,
hitl_b4c914ec45a6,A_preventiva,2027-03-16 11:44:05.298237,alerta_enviada,doc_004,
hitl_af4874d9f1c6,A_preventiva,2027-03-25 11:44:05.298237,alerta_enviada,doc_004,
hitl_af4874d9f1c6,B_pool,2027-03-26 11:44:05.298237,sla_extendido_24h,,
hitl_1af951331fef,A_preventiva,2027-03-26 11:44:05.298237,alerta_enviada,doc_007,
hitl_44c23c9e5e25,A_preventiva,2027-03-26 11:44:05.298237,alerta_enviada,doc_001,
hitl_af4874d9f1c6,C_emergencia,2027-03-27 11:44:05.298237,fallback_emergencia_activado,,
hitl_1af951331fef,B_pool,2027-03-27 11:44:05.298237,sla_extendido_24h,,
hitl_1af951331fef,C_emergencia,2027-03-28 11:44:05.298237,fallback_emergencia_activado,,
hitl_e899f1cd48eb,A_preventiva,2027-03-28 11:44:05.298237,alerta_enviada,doc_010,
hitl_0085b39cae9a,A_preventiva,2027-04-03 11:44:05.298237,alerta_enviada,doc_003,
hitl_57da34375c0b,A_preventiva,2027-04-09 11:44:05.298237,alerta_enviada,doc_009,
hitl_57da34375c0b,B_pool,2027-04-10 11:44:05.298237,sla_extendido_24h,,
hitl_57da34375c0b,C_emergencia,2027-04-11 11:44:05.298237,fallback_emergencia_activado,,
hitl_084f25d8f826,A_preventiva,2027-04-12 11:44:05.298237,alerta_enviada,doc_009,
hitl_084f25d8f826,B_pool,2027-04-13 11:44:05.298237,sla_extendido_24h,,
hitl_084f25d8f826,C_emergencia,2027-04-14 11:44:05.298237,fallback_emergencia_activado,,
hitl_2264c52181d0,A_preventiva,2027-04-23 11:44:05.298237,alerta_enviada,doc_007,
hitl_2264c52181d0,B_pool,2027-04-24 11:44:05.298237,sla_extendido_24h,,
hitl_2264c52181d0,C_emergencia,2027-04-25 11:44:05.298237,fallback_emergencia_activado,,
hitl_66ccfd9cdda1,A_preventiva,2027-05-05 11:44:05.298237,alerta_enviada,doc_002,
hitl_60c12bb8f866,A_preventiva,2027-05-08 11:44:05.298237,alerta_enviada,doc_006,
