solicitud_id,fase_protocolo,ejecutada_en,resultado,especialista_notificado,especialista_reasignado
hitl_14feb3107082,A_preventiva,2026-07-03 11:41:10.867189,alerta_enviada,doc_009,
hitl_f2af572ee9d5,A_preventiva,2026-07-05 11:41:10.867189,alerta_enviada,doc_010,
hitl_24a6a326f98b,A_preventiva,2026-07-08 11:41:10.867189,alerta_enviada,doc_001,
hitl_24a6a326f98b,B_pool,2026-07-09 11:41:10.867189,sla_extendido_24h,,
hitl_24a6a326f98b,C_emergencia,2026-07-10 11:41:10.867189,fallback_emergencia_activado,,
hitl_b28c9d71b34e,A_preventiva,2026-07-11 11:41:10.867189,alerta_enviada,doc_002,
hitl_b28c9d71b34e,B_pool,2026-07-12 11:41:10.867189,sla_extendido_24h,,
hitl_b28c9d71b34e,C_emergencia,2026-07-13 11:41:10.867189,fallback_emergencia_activado,,
hitl_29010000500d,A_preventiva,2026-07-15 11:41:10.867189,alerta_enviada,doc_006,
hitl_db684a05f2cf,A_preventiva,2026-07-23 11:41:10.867189,alerta_enviada,doc_001,
hitl_db684a05f2cf,B_pool,2026-07-24 11:41:10.867189,sla_extendido_24h,,
hitl_db684a05f2cf,C_emergencia,2026-07-25 11:41:10.867189,fallback_emergencia_activado,,
hitl_3783ca0e99c8,A_preventiva,2026-08-11 11:41:10.867189,alerta_enviada,doc_009,
hitl_5a5c7ce57f3c,A_preventiva,2026-08-12 11:41:10.867189,alerta_enviada,doc_009,
hitl_5a5c7ce57f3c,B_pool,2026-08-13 11:41:10.867189,sla_extendido_24h,,
hitl_5a5c7ce57f3c,C_emergencia,2026-08-14 11:41:10.867189,fallback_emergencia_activado,,
hitl_0a7a99300924,A_preventiva,2026-08-26 11:41:10.867189,alerta_enviada,doc_002,
hitl_0a7a99300924,B_pool,2026-08-27 11:41:10.867189,sla_extendido_24h,,
hitl_0a7a99300924,C_emergencia,2026-08-28 11:41:10.867189,fallback_emergencia_activado,,
hitl_7c267ccdf4db,A_preventiva,2026-08-31 11:41:10.867189,alerta_enviada,doc_002,
hitl_7c267ccdf4db,B_pool,2026-09-01 11:41:10.867189,sla_extendido_24h,,
hitl_7c267ccdf4db,C_emergencia,2026-09-02 11:41:10.867189,fallback_emergencia_activado,,
hitl_7367c442557d,A_preventiva,2026-09-07 11:41:10.867189,alerta_enviada,doc_002,
hitl_2a80a74b73e7,A_preventiva,2026-09-20 11:41:10.867189,alerta_enviada,doc_002,
hitl_2a80a74b73e7,B_pool,2026-09-21 11:41:10.867189,sla_extendido_24h,,
hitl_2a80a74b73e7,C_emergencia,2026-09-22 11:41:10.867189,fallback_emergencia_activado,,
hitl_898db16f2c48,A_preventiva,2026-09-24 11:41:10.867189,alerta_enviada,doc_008,
hitl_898db16f2c48,B_pool,2026-09-25 11:41:10.867189,sla_extendido_24h,,
hitl_898db16f2c48,C_emergencia,2026-09-26 11:41:10.867189,fallback_emergencia_activado,,
hitl_8f0e6f68e867,A_preventiva,2026-10-12 11:41:10.867189,alerta_enviada,doc_006,
hitl_6e4b598a0090,A_preventiva,2026-10-13 11:41:10.867189,alerta_enviada,doc_009,
hitl_daba080bea5c,A_preventiva,2026-10-30 11:41:10.867189,alerta_enviada,doc_008,
hitl_bc9572a9d4c7,A_preventiva,2026-11-03 11:41:10.867189,alerta_enviada,doc_001,
